"realIP","FULLURL","key01","TITLE"
"3581056270","http://www.lawtime.cn/ask/question_10229977.html","计划生育法","1994年的广东计划生育法你好，请问如果要居民转成农民，有两个孩子是农民户口的而且长大了，要不要罚款？"
"3581056270","http://www.lawtime.cn/ask/question_10229977.html","计划生育法","1994年的广东计划生育法你好，请问如果要居民转成农民，有两个孩子是农民户口的而且长大了，要不要罚款？"
"3581056270","http://www.lawtime.cn/ask/question_10229977.html","计划生育法","1994年的广东计划生育法你好，请问如果要居民转成农民，有两个孩子是农民户口的而且长大了，要不要罚款？"
"3812410744","http://www.lawtime.cn/ask/question_10225870.html","事实婚姻,结婚","结婚几年未登记属于事实婚姻你好！请问现在法律规定二人同居但一直未领取结婚证，属于事实婚姻？二人这种关系受国家法律保护吗？"
"3704002318","http://www.lawtime.cn/ask/question_10224979.html","婚前财产问题","婚前财产问题你好，请问一下如果婚前的房产，婚后申请加上另一方的名字之后，这房产是不是女方也有份的呢？"
"3416169742","http://www.lawtime.cn/ask/question_10225943.html","身份证","你好，请问身份证上的出生年月日填大对于参加工作的人来说，是有利大于弊还是弊大于利？你好，请问身份证上的出生年月日填大对于参加工作的人来说，是有利大于弊还是弊大于利？"
"1973622542","http://www.lawtime.cn/ask/question_10214647.html","离婚","一方去了美国不回中国又不肯离婚怎么办一方去了美国不回中国又不肯离婚怎么办"
"3812410744","http://www.lawtime.cn/ask/question_10210389.html","承担责任,承担责任","你好.....我想咨询一下、上班送货期间骑车撞到人应该自己承担责任还是老板承担责任"
"3812410744","http://www.lawtime.cn/ask/question_10288566.html","父母,离婚","如何劝说父母不要离婚我爸老是自己破烦了就找我妈的查，昨晚我爸说让我跟他，还说我妈又人养，我哥自己能养活自己，我该咋办，怎样劝他们啊"
"4203847182","http://www.lawtime.cn/ask/question_10249780.html","支付,报警","支付宝钱被骗了报警能找回吗支付宝钱被骗了报警能找回吗"
"3416169742","http://www.lawtime.cn/ask/question_10237671.html","婚后买房","婚后买房注意事项婚后买房，由其中一方付首付并且还贷，房子写自己的名字。还贷账上及其他银行卡与另外一方无任何金钱往来，房子归谁？"
"3799793210","http://www.lawtime.cn/ask/question_10223456.html","离婚,婚后","离婚后户口准迁证办理需要什么手续离婚后户口迁到省外需要办理什么手续"
"3162343643","http://www.lawtime.cn/ask/question_10224979.html","婚前财产问题","婚前财产问题你好，请问一下如果婚前的房产，婚后申请加上另一方的名字之后，这房产是不是女方也有份的呢？"
"3972462650","http://www.lawtime.cn/ask/question_10325858.html","贷款","求贷款咨询，急急贷款人要我开通银行卡并将户名和密码给他，而且要我开通手机银行并将手机银行激活码给他，可靠吗"
"3972462650","http://www.lawtime.cn/ask/question_10325858.html","贷款","求贷款咨询，急急贷款人要我开通银行卡并将户名和密码给他，而且要我开通手机银行并将手机银行激活码给他，可靠吗"
"3636497469","http://www.lawtime.cn/ask/question_10218815.html","工资","2015年春节哪三天是三倍工资春节三倍工资是哪三天"
"3938934384","http://www.lawtime.cn/ask/question_10209646.html","民政局,异地","深圳民政局异地户口深圳可以办吗我是深户，而我老公是湖南，现在只有一本结婚证，可以办吗"
"3884817934","http://www.lawtime.cn/ask/question_10204058.html","户口迁移,户口","户口迁移户口性质我的户口是农业户口，因为工作关系从原省签到外省，迁入地要求户口性质要改成非农，这能实现吗？另外需要办什么手续吗？"
"3884817934","http://www.lawtime.cn/ask/question_10204236.html","离婚,婚前","离婚前存款转移了怎么办离婚前，存款存在夫妻双方父母名下，离婚前一方转移到境外，能追回吗"
"3884817934","http://www.lawtime.cn/ask/question_10204060.html","工会,选举","我是小学的一个老师，我们学校之前的工会主席，不是选举产生的，是任命的。我们现在想重新选个工会主席行吗？他本人还不让选，非要当到退休，校长又不好意思不让他当，而他又胡做非为，倚老卖老。我们坚决我是小学的一个老师，我们学校之前的工会主席，不是选举产生的，是任命的。我们现在想重新选个工会主席行吗？他本人还不让选，非要当到退休，校长又不好意思不让他当，而他又胡做非为，倚老卖老。我们坚决要把它换掉。而她又以死相逼，怎么办？"
"3884817934","http://www.lawtime.cn/ask/question_10213600.html","车祸,公司","上班在路上出车祸对方全责公司付什么责任?上班在路上出车祸对方全责公司付什么责任?"
"3884817934","http://www.lawtime.cn/ask/question_10213600.html","车祸,公司","上班在路上出车祸对方全责公司付什么责任?上班在路上出车祸对方全责公司付什么责任?"
"3884817934","http://www.lawtime.cn/ask/question_10213661.html","离婚证,结婚","我的离婚证都是是结婚的内容请问离婚是否有效我的离婚证都是是结婚的内容请问离婚是否有效"
"1271225968","http://www.lawtime.cn/ask/question_10206006.html","抚养费的问题","抚养费的问题我和她离婚快三年了，当时想还有可能复合，没有考虑抚养费问题，就协议离婚了，现在我还能向她索要吗？"
"1271225968","http://www.lawtime.cn/ask/question_10205983.html","第三者,公有","找小三及家爆家姐的老公有找第三者现还打我家姐还要我家姐离婚。"
"1271225968","http://www.lawtime.cn/ask/question_10205983.html","第三者,公有","找小三及家爆家姐的老公有找第三者现还打我家姐还要我家姐离婚。"
"1271225968","http://www.lawtime.cn/ask/question_10205445.html","医疗费用,工伤鉴定","在住院期间老板为了报医疗费用别人的姓名代替我如果去劳动局做工伤鉴定有没有问题谢谢在住院期间老板为了报医疗费用别人的姓名代替我如果去劳动局做工伤鉴定有没有问题谢谢"
"1271225968","http://www.lawtime.cn/ask/question_10207717.html","债务","债务常识咨询我亲戚生意失败，欠了银行的贷款，银行起诉他，如我同他转卖了一台小车，还属供车期间的，不能转户给我。请问：银行会不会就我这台车处理（拍卖或扣封等）？"
"1210388750","http://www.lawtime.cn/ask/question_10085915.html","身份证,身份证","用别人的身份证买火车票能上车吗，因为我的身份证里面没有（磁卡），所以在网上登记不到，没办法只能用别人的身份证买用别人的身份证买火车票能上车吗，因为我的身份证里面没有（磁卡），所以在网上登记不到，没办法只能用别人的身份证买"
"570196343","http://www.lawtime.cn/ask/question_10277265.html","法律效果,吵架","吵架后老婆经常夜不归宿怎么取证据才有法律效果男方的妻子，常常夜不归宿吵架后更是如此"
"570196343","http://www.lawtime.cn/ask/question_10276757.html","拖欠,工资","老板拖欠散工工资你好，我是散工开货三轮车的，我拉了一年的货，到年底了，结果老板不认不给了，我该怎么办"
"570196343","http://www.lawtime.cn/ask/question_10276608.html","离婚协议书,离婚诉讼","请问：我和丈夫分居8个多月，现在因各种原因没法在一起生活，但丈夫在离婚协议书上不肯签字，所以我向法院提交了离婚诉讼，但现在我需要到外地去学习两年之久，法院方面说是原告到不了法庭，法院会撤诉，请问：我和丈夫分居8个多月，现在因各种原因没法在一起生活，但丈夫在离婚协议书上不肯签字，所以我向法院提交了离婚诉讼，但现在我需要到外地去学习两年之久，法院方面说是原告到不了法庭，法院会撤诉，请问我该怎样维护我的合法权益"
"570196343","http://www.lawtime.cn/ask/question_10276102.html","不发工资","春节不放假不发工资怎么办春节不放假不发工资怎么办"
"2207096334","http://www.lawtime.cn/ask/question_10274767.html","感情破裂,离婚","感情破裂准备离婚2014.12.17号结的婚，我有个6个多月的女儿，婚前男方付的首付，贷款是双方名义，双方在还房贷，请问孩子能归女方吗？财产怎样分割。"
"3394278670","http://www.lawtime.cn/ask/question_10232275.html","身份证,结婚证","有两张身份证，一张办了毕业证，一张办了结婚证律师，您好我有两张身份证，一张是四川阿坝州的，另一张是四川资阳的，用资阳的办的结婚证，用阿坝州的办了毕业证，现在我困惑的是，我找工作涉及到买社保，我不知道用哪张了，因为我面试得用毕业证啊，但毕业证上的号码是阿坝州的"
"2142650993","http://www.lawtime.cn/ask/question_10232367.html","身份证","本人和身份证的合影照片被遗失了会有什么后果本人拿身份证一起和拍的正反面照片发给了别人有什么影响"
"3394278670","http://www.lawtime.cn/ask/question_10232184.html","仲裁","我老婆在厂里做了9年厂里不让做厂里有权仲裁吗我老婆在厂里做了9年厂里不让做厂里有权仲裁吗"
"3394278670","http://www.lawtime.cn/ask/question_10232184.html","仲裁","我老婆在厂里做了9年厂里不让做厂里有权仲裁吗我老婆在厂里做了9年厂里不让做厂里有权仲裁吗"
"3394278670","http://www.lawtime.cn/ask/question_10232184.html","仲裁","我老婆在厂里做了9年厂里不让做厂里有权仲裁吗我老婆在厂里做了9年厂里不让做厂里有权仲裁吗"
"3841730875","http://www.lawtime.cn/ask/question_10227985.html","判决书","如何取得他人的判决书现要起诉的债务人已因其他案件坐牢，法院要求提供判其坐牢的刑事判决书，如何取得呢？"
"3841730875","http://www.lawtime.cn/ask/question_10227985.html","判决书","如何取得他人的判决书现要起诉的债务人已因其他案件坐牢，法院要求提供判其坐牢的刑事判决书，如何取得呢？"
"2609113527","http://www.lawtime.cn/ask/question_10218421.html","事故,赔偿","伤亡事故赔偿费属哪些人分配伤亡事故赔偿费属哪些人分配"
"2818315226","http://www.lawtime.cn/ask/question_10178230.html","夫妻共同财产,婚前","婚前男方父母出资一次性买房，登记在女方名下，结婚后房子属于夫妻共同财产吗？婚前男方父母出资一次性买房，登记在女方名下，结婚后房子属于夫妻共同财产吗？"
"3884817934","http://www.lawtime.cn/ask/question_10213661.html","离婚证,结婚","我的离婚证都是是结婚的内容请问离婚是否有效我的离婚证都是是结婚的内容请问离婚是否有效"
"3884817934","http://www.lawtime.cn/ask/question_10203963.html","二套房,过户","二套房过户给儿子大约165万元，需多少费用二套房过户给儿子大约165万元，需多少费用"
"3938934384","http://www.lawtime.cn/ask/question_10208141.html","抚养权,亲子","亲子抚养权怎么拿回来我三年前结婚，现孩子两岁多,以前因新房未办证及装修无法迁入,老婆和孩子一直在岳家生活(我给孩子生活费每月2500元)现在房产证办下来了,我想接回老婆孩子回来一起住,但此时岳家不肯放手,在背后挑起我老婆闹矛盾,闹离婚,我该怎么办?"
"1154969457","http://www.lawtime.cn/ask/question_10213533.html","抚养权问题,子女","子女抚养权问题　　因夫妻本无感情，无法再维持下去。因育有儿子，现２４个月，一直都由女方带。请问如果离婚，孩子可以由女方抚养吗？因女方在孩子出生后就没再工作，在家带孩子。请问这样争取孩子的机会大吗？"
"3938934384","http://www.lawtime.cn/ask/question_10213533.html","抚养权问题,子女","子女抚养权问题　　因夫妻本无感情，无法再维持下去。因育有儿子，现２４个月，一直都由女方带。请问如果离婚，孩子可以由女方抚养吗？因女方在孩子出生后就没再工作，在家带孩子。请问这样争取孩子的机会大吗？"
"3914695287","http://www.lawtime.cn/ask/question_10073888.html","执业","您好：药店无行医证可以看病吗药店租他人执业医师证有权看病输液吗"
"1376890492","http://www.lawtime.cn/ask/question_10239350.html","离婚协议,离婚","没离婚写的离婚协议有效吗没离婚写的离婚协议有效吗"
"1376890492","http://www.lawtime.cn/ask/question_10239350.html","离婚协议,离婚","没离婚写的离婚协议有效吗没离婚写的离婚协议有效吗"
"3002424944","http://www.lawtime.cn/ask/question_9972833.html","首付,审批","车首付交了4S店告诉我建行车贷额度己审批了106000元，可一个月过去了也未收到卡。今晚上网一查竟说我综合评分不够未通过,是4S撒谎还是他们走其他途经。如果真没通过昨办？4S店会退款吗？车首付交了4S店告诉我建行车贷额度己审批了106000元，可一个月过去了也未收到卡。今晚上网一查竟说我综合评分不够未通过,是4S撒谎还是他们走其他途经。如果真没通过昨办？4S店会退款吗？"
"1973622542","http://www.lawtime.cn/ask/question_10225483.html","产权证","兄弟姐妹五家人住,产权证上只有一个人的名字,该怎么办?该怎么加上其他几个人的名兄弟姐妹五家人住,产权证上只有一个人的名字,该怎么办?该怎么加上其他几个人的名"
"1973622542","http://www.lawtime.cn/ask/question_10224979.html","婚前财产问题","婚前财产问题你好，请问一下如果婚前的房产，婚后申请加上另一方的名字之后，这房产是不是女方也有份的呢？"
"1973622542","http://www.lawtime.cn/ask/question_10223695.html","单方,离婚","我是想咨询单方离婚我结婚5年，分居三年，分居偶尔见两三次面，无小孩，无财产割分，因他不愿意离婚，2014年9月因印假税票进了看守所，至今未判下，我想了解我这种情况离婚，以什么方式才可以得到单方离婚权啊，有劳各律师专业的建议，谢谢"
"3416169742","http://www.lawtime.cn/ask/question_10226286.html","现金","对方搜走现金在解除同居期间，对方搜走我的现金，我该怎么办"
"3394278670","http://www.lawtime.cn/ask/question_10232416.html","同居,孩子","同居一年多，并有了孩子，现在不想过了，孩子才十个月，吃母乳，孩子双方都不想要，怎么办？同居一年多，并有了孩子，现在不想过了，孩子才十个月，吃母乳，孩子双方都不想要，怎么办？"
"3394278670","http://www.lawtime.cn/ask/question_10232416.html","同居,孩子","同居一年多，并有了孩子，现在不想过了，孩子才十个月，吃母乳，孩子双方都不想要，怎么办？同居一年多，并有了孩子，现在不想过了，孩子才十个月，吃母乳，孩子双方都不想要，怎么办？"
"3394278670","http://www.lawtime.cn/ask/question_10232000.html","赌博,收费","在朋友家打麻将纯属娱乐刚刚在朋友家打麻将！放炮5元的，就几个街坊邻居，被派出所给抓了，把兜里的钱都翻了，一共就九百一十五元，这算不算赌博，邻居家也不收费！"
"3394278670","http://www.lawtime.cn/ask/question_10232416.html","同居,孩子","同居一年多，并有了孩子，现在不想过了，孩子才十个月，吃母乳，孩子双方都不想要，怎么办？同居一年多，并有了孩子，现在不想过了，孩子才十个月，吃母乳，孩子双方都不想要，怎么办？"
"3394278670","http://www.lawtime.cn/ask/question_10232000.html","赌博,收费","在朋友家打麻将纯属娱乐刚刚在朋友家打麻将！放炮5元的，就几个街坊邻居，被派出所给抓了，把兜里的钱都翻了，一共就九百一十五元，这算不算赌博，邻居家也不收费！"
"3841730875","http://www.lawtime.cn/ask/question_10228405.html","离婚,拆迁","男方当时是上门现在离婚女方家的拆迁房男方可以分吗男方当时是上门现在离婚女方家的拆迁房男方可以分吗"
"3394278670","http://www.lawtime.cn/ask/question_10232000.html","赌博,收费","在朋友家打麻将纯属娱乐刚刚在朋友家打麻将！放炮5元的，就几个街坊邻居，被派出所给抓了，把兜里的钱都翻了，一共就九百一十五元，这算不算赌博，邻居家也不收费！"
"3841730875","http://www.lawtime.cn/ask/question_10232367.html","身份证","本人和身份证的合影照片被遗失了会有什么后果本人拿身份证一起和拍的正反面照片发给了别人有什么影响"
"3841730875","http://www.lawtime.cn/ask/question_10232227.html","领结婚证,所在地","怎样在非户口所在地领结婚证怎样在非户口所在地领结婚证，需要哪些手续"
"24473614","http://www.lawtime.cn/ask/question_9972833.html","首付,审批","车首付交了4S店告诉我建行车贷额度己审批了106000元，可一个月过去了也未收到卡。今晚上网一查竟说我综合评分不够未通过,是4S撒谎还是他们走其他途经。如果真没通过昨办？4S店会退款吗？车首付交了4S店告诉我建行车贷额度己审批了106000元，可一个月过去了也未收到卡。今晚上网一查竟说我综合评分不够未通过,是4S撒谎还是他们走其他途经。如果真没通过昨办？4S店会退款吗？"
"3667631886","http://www.lawtime.cn/ask/question_10232549.html","结婚证,结婚证","能帮忙解决吗女方为男方生了小孩没结婚证的，现在女方跟另外一个男方领了结婚证。属于违法吗"
"3394278670","http://www.lawtime.cn/ask/question_10232232.html","户口","我的户口迁到弟弟家可行吗我的住房买了。买主要求户口迁出，我能签到我我弟家，行吗、"
"3667631886","http://www.lawtime.cn/ask/question_10232549.html","结婚证,结婚证","能帮忙解决吗女方为男方生了小孩没结婚证的，现在女方跟另外一个男方领了结婚证。属于违法吗"
"3667631886","http://www.lawtime.cn/ask/question_10232549.html","结婚证,结婚证","能帮忙解决吗女方为男方生了小孩没结婚证的，现在女方跟另外一个男方领了结婚证。属于违法吗"
"3667631886","http://www.lawtime.cn/ask/question_10232549.html","结婚证,结婚证","能帮忙解决吗女方为男方生了小孩没结婚证的，现在女方跟另外一个男方领了结婚证。属于违法吗"
"3841730875","http://www.lawtime.cn/ask/question_10232549.html","结婚证,结婚证","能帮忙解决吗女方为男方生了小孩没结婚证的，现在女方跟另外一个男方领了结婚证。属于违法吗"
